model_name,sample_count,positive_count,positive_rate,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,average_precision
logistic_regression,777.0,36.0,0.04633204633204633,0.8828828828828829,0.5686009896536213,0.11267605633802817,0.2222222222222222,0.14953271028037382,0.7929599640125955,0.13736782140614545
random_forest_classifier,777.0,36.0,0.04633204633204633,0.9536679536679536,0.5,0.0,0.0,0.0,0.6411193582246214,0.0891587400667971
dummy_classifier,777.0,36.0,0.04633204633204633,0.9536679536679536,0.5,0.0,0.0,0.0,0.5,0.04633204633204633
